group_id,mouse,line,depth_class,cohort,compartment,unit_id,n_awake_trials,median_pupil_coverage,f0_vs_pupil_rho,f0_vs_speed_rho,f0_vs_respiration_rho
175,m442,DAT,superficial,DAT superficial,somas,g203,88,0.0390625,,0.02998596981159902,-0.01529554210370082
175,m442,DAT,superficial,DAT superficial,somas,g204,88,0.0390625,,-0.3035109309106967,-0.09349917447155746
175,m442,DAT,superficial,DAT superficial,somas,g205,88,0.0390625,,0.15354580424115852,0.2871898734427741
175,m442,DAT,superficial,DAT superficial,somas,g206,88,0.0390625,,-0.29377431012481275,0.021397908642483015
175,m442,DAT,superficial,DAT superficial,somas,g207,88,0.0390625,,-0.3128683173724927,0.11941441938300912
175,m442,DAT,superficial,DAT superficial,somas,g208,88,0.0390625,,-0.060800963494459896,0.07041056687460666
175,m442,DAT,superficial,DAT superficial,somas,g209,88,0.0390625,,0.03396352051307877,0.04901265823212364
175,m442,DAT,superficial,DAT superficial,somas,g210,88,0.0390625,,-0.3180364874635506,-0.05498293891508804
175,m442,DAT,superficial,DAT superficial,somas,g211,88,0.0390625,,0.23106835560702776,0.2905008255619402
175,m442,DAT,superficial,DAT superficial,somas,g212,88,0.0390625,,0.07624373794743339,0.1433043478385879
175,m442,DAT,superficial,DAT superficial,somas,g213,88,0.0390625,,0.24500301216653553,0.21138139792708013
175,m442,DAT,superficial,DAT superficial,somas,g214,88,0.0390625,,-0.012514732694899708,0.0387892129918262
175,m442,DAT,superficial,DAT superficial,somas,g215,88,0.0390625,,0.38100702406790865,0.24235112825449284
175,m442,DAT,superficial,DAT superficial,somas,g216,88,0.0390625,,0.020990178868119314,0.12542872868457944
175,m442,DAT,superficial,DAT superficial,somas,g217,88,0.0390625,,0.3552543676414765,0.4040330214991968
175,m442,DAT,superficial,DAT superficial,somas,g218,88,0.0390625,,0.3443271274660144,0.3004777105380444
175,m442,DAT,superficial,DAT superficial,somas,g219,88,0.0390625,,0.29630547875302715,0.38471326365491376
175,m442,DAT,superficial,DAT superficial,somas,g220,88,0.0390625,,0.3127183875234347,0.34701596040451466
175,m442,DAT,superficial,DAT superficial,somas,g221,88,0.0390625,,0.3013854548152275,0.32915795269794856
175,m442,DAT,superficial,DAT superficial,somas,g222,88,0.0390625,,-0.03261415187155682,-0.05227958173268381
175,m442,DAT,superficial,DAT superficial,somas,g223,88,0.0390625,,0.05524473967642832,0.04734837644881941
175,m442,DAT,superficial,DAT superficial,somas,g224,88,0.0390625,,0.06758308431361273,0.03235222895163893
175,m442,DAT,superficial,DAT superficial,somas,g225,88,0.0390625,,-0.289646829574275,-0.1596389653413887
175,m442,DAT,superficial,DAT superficial,somas,g226,88,0.0390625,,-0.09900661679559135,-0.02182058338109996
175,m442,DAT,superficial,DAT superficial,somas,g227,88,0.0390625,,0.04628422634449166,0.16892900386724038
175,m442,DAT,superficial,DAT superficial,somas,g228,88,0.0390625,,-0.08805291841147196,0.06488057237770159
175,m442,DAT,superficial,DAT superficial,somas,g229,88,0.0390625,,-0.08816757064898689,-0.09038194827425747
175,m442,DAT,superficial,DAT superficial,somas,g230,88,0.0390625,,0.2135971184903284,0.18557182170028272
175,m442,DAT,superficial,DAT superficial,somas,g231,88,0.0390625,,0.1438620998725892,0.1957952669405802
175,m442,DAT,superficial,DAT superficial,somas,g232,88,0.0390625,,0.3397233991596454,0.23013758945320725
175,m442,DAT,superficial,DAT superficial,somas,g233,88,0.0390625,,0.3140853949707282,0.1952405063461454
175,m442,DAT,superficial,DAT superficial,somas,g234,88,0.0390625,,0.11519022109096906,0.104435883333271
175,m442,DAT,superficial,DAT superficial,somas,g235,88,0.0390625,,-0.07384486036250547,0.2321188772904742
175,m442,DAT,superficial,DAT superficial,somas,g236,88,0.0390625,,0.18750050535135152,0.13758062741981672
175,m442,DAT,superficial,DAT superficial,groups,g1,88,0.0390625,,0.144056126736076,-0.003328563566608469
175,m442,DAT,superficial,DAT superficial,groups,g2,88,0.0390625,,0.11835638672695849,0.33860649425078165
175,m442,DAT,superficial,DAT superficial,groups,g3,88,0.0390625,,0.16388214442327442,0.1823577325420497
175,m442,DAT,superficial,DAT superficial,groups,g4,88,0.0390625,,0.2609220343753403,0.20281342874636574
175,m442,DAT,superficial,DAT superficial,groups,g5,88,0.0390625,,0.2870010087085457,0.2839317556659351
175,m442,DAT,superficial,DAT superficial,groups,g6,88,0.0390625,,0.05947805306159524,0.1268904788222964
175,m442,DAT,superficial,DAT superficial,groups,g7,88,0.0390625,,0.3400849946779617,0.20630049533995556
175,m442,DAT,superficial,DAT superficial,groups,g8,88,0.0390625,,0.36635799587465395,0.21703467255608183
175,m442,DAT,superficial,DAT superficial,groups,g9,88,0.0390625,,0.20764402154243744,0.23653935059850975
175,m442,DAT,superficial,DAT superficial,groups,g10,88,0.0390625,,0.1755854920526838,0.15383599340912685
175,m442,DAT,superficial,DAT superficial,groups,g11,88,0.0390625,,0.39876048207695236,0.26814309303384787
175,m442,DAT,superficial,DAT superficial,groups,g12,88,0.0390625,,0.3846406180568436,0.24101265824887247
175,m442,DAT,superficial,DAT superficial,groups,g13,88,0.0390625,,0.28034235952979353,0.2747826087196224
175,m442,DAT,superficial,DAT superficial,groups,g14,88,0.0390625,,0.3741896256372127,0.33745294444330626
175,m442,DAT,superficial,DAT superficial,groups,g15,88,0.0390625,,0.05317217999827367,0.03398128784005842
175,m442,DAT,superficial,DAT superficial,groups,g16,88,0.0390625,,0.0681122484867586,0.13484204734252772
175,m442,DAT,superficial,DAT superficial,groups,g17,88,0.0390625,,0.3253477724558494,0.3428860759792782
