group_id,mouse,line,objective,depth_class,population,negative_threshold_z,positive_threshold_z,state,unit_id,excitation_breadth,suppression_breadth,excitation_lifetime_sparseness,suppression_lifetime_sparseness,cohort,compartment
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g143,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g144,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g145,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g146,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g147,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g148,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g149,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g150,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g151,0.13333333333333333,0.0,0.9379585130501481,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g152,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g153,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g154,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g155,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g156,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g157,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g158,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g159,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g160,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g161,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g162,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g163,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g164,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g165,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g166,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g167,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g168,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g169,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g170,0.0,0.0,,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g171,0.06666666666666667,0.0,1.0,,DAT superficial,somas
175,m442,DAT,20x,superficial,somas,-0.7186551421880722,1.408634775876997,post,g172,0.06666666666666667,0.0,1.0,,DAT superficial,somas
