group_id,mouse,line,depth_class,cohort,compartment,unit_id,n_awake_trials,median_pupil_coverage,suppression_vs_pupil_rho,suppression_vs_running_rho,excitation_vs_pupil_rho,excitation_vs_running_rho
175,m442,DAT,superficial,DAT superficial,somas,g124,88,0.06896551724137931,-0.2921186973360886,0.06931373375029795,0.09128709291752769,-0.04640859711790399
175,m442,DAT,superficial,DAT superficial,somas,g125,88,0.06896551724137931,0.2008316044185609,-0.22682433047614775,0.5842373946721772,0.28550227202093353
175,m442,DAT,superficial,DAT superficial,somas,g126,88,0.06896551724137931,-0.4016632088371218,-0.3076980709841368,-0.8946135105917714,0.648280275075067
175,m442,DAT,superficial,DAT superficial,somas,g127,88,0.06896551724137931,0.2556038601690775,-0.12684746578995537,-0.12780193008453875,0.07581836458765674
175,m442,DAT,superficial,DAT superficial,somas,g128,88,0.06896551724137931,0.4016632088371218,0.07920940436068741,-0.4016632088371218,-0.03982472421116016
175,m442,DAT,superficial,DAT superficial,somas,g129,88,0.06896551724137931,0.49295030175464954,-0.3970846050230529,-0.3468909530866052,0.48833840468903206
175,m442,DAT,superficial,DAT superficial,somas,g130,88,0.06896551724137931,0.2556038601690775,0.24086405410604697,-0.1643167672515498,-0.14949575230255918
175,m442,DAT,superficial,DAT superficial,somas,g131,88,0.06896551724137931,0.49295030175464954,0.11959307869935477,-0.4564354645876384,-0.19110406750183387
175,m442,DAT,superficial,DAT superficial,somas,g132,88,0.06896551724137931,0.18257418583505539,-0.0602315721730539,-0.3468909530866052,0.11736909487466873
175,m442,DAT,superficial,DAT superficial,somas,g133,88,0.06896551724137931,-0.12780193008453875,-0.3069727744666604,0.18257418583505539,0.34493768924462226
175,m442,DAT,superficial,DAT superficial,somas,g134,88,0.06896551724137931,0.6937819061732104,-0.3347117675794322,-0.5659799760886717,0.5877394718315838
175,m442,DAT,superficial,DAT superficial,somas,g135,88,0.06896551724137931,0.4564354645876384,-0.04897608735511579,-0.5659799760886717,0.13471176477885416
175,m442,DAT,superficial,DAT superficial,somas,g136,88,0.06896551724137931,-0.12780193008453875,-0.19289206241831416,-0.018257418583505537,0.5946360236522934
175,m442,DAT,superficial,DAT superficial,somas,g137,88,0.06896551724137931,0.1643167672515498,0.039226135395310634,-0.18257418583505539,0.024767693128780792
175,m442,DAT,superficial,DAT superficial,somas,g138,88,0.06896551724137931,0.054772255750516606,-0.1885982322617421,-0.07302967433402215,0.3636147494436193
175,m442,DAT,superficial,DAT superficial,somas,g139,88,0.06896551724137931,0.748554161923727,-0.3260946193180788,-0.7302967433402215,0.22205487605607843
175,m442,DAT,superficial,DAT superficial,somas,g140,88,0.06896551724137931,0.18257418583505539,-0.21667863360114428,-0.5294651389216606,0.3284493814433856
175,m442,DAT,superficial,DAT superficial,somas,g141,88,0.06896551724137931,-0.2556038601690775,0.2656581708050221,-0.5477225575051661,0.03337296915538778
175,m442,DAT,superficial,DAT superficial,somas,g142,88,0.06896551724137931,0.18257418583505539,0.09555812073689883,-0.6572670690061992,0.07700709140289136
175,m442,DAT,superficial,DAT superficial,somas,g143,88,0.06896551724137931,0.1643167672515498,-0.13944147789415043,-0.2556038601690775,0.23026379852977108
175,m442,DAT,superficial,DAT superficial,somas,g144,88,0.06896551724137931,0.3286335345030996,0.30087638594564436,0.07302967433402215,-0.16394944519883564
175,m442,DAT,superficial,DAT superficial,somas,g145,88,0.06896551724137931,-0.1460593486680443,-0.35705446836134164,-0.7850689990907381,0.6865988557851528
175,m442,DAT,superficial,DAT superficial,somas,g146,88,0.06896551724137931,0.18257418583505539,-0.17186846517181062,-0.5659799760886717,0.5080283684121436
175,m442,DAT,superficial,DAT superficial,somas,g147,88,0.06896551724137931,-0.3468909530866052,-0.1240762777756526,0.43817804600413285,0.27339587294358314
